,Unnamed: 0,Unnamed: 1,CaO,Al2O3,SiO2,Density (g·cm-3),Tg (°C),Thermal expansion (×10-6/°C),Hardness (GPa),Young’s modulus (GPa),fnet1,Fnet_SBS,Fnet_BSdm,Fnet_BSdc,Fnet_EF,Fnet_SBS/Tm,Fnet_BSdm/Tm,Fnet_BSdc/Tm,Fnet_EF/Tm,Fnet_SBS2,Fnet_BSdm2,Fnet_BSdc2,Fnet_EF2,Fnet_SBS/Tm2,Fnet_BSdm/Tm2,Fnet_BSdc/Tm2,Fnet_EF/Tm2
40,,41,35.0,15.0,50.0,2.76,807.0,6.8,,,3997.6209185391303,3997.6209185391303,7033.33172173913,3755.828382608696,591.3174260869565,1.8832392836173912,3.327082208695652,1.7879981565217389,0.25281314782608694,5008.589996521739,9302.699130434781,5398.102608695653,852.1426086956521,2.324783206956522,4.287653913043479,2.460525217391304,0.347735652173913
41,,42,31.3,18.7,50.0,2.73,831.0,6.1,,,4396.556516185341,4396.556516185341,7679.054681550127,4016.2432652906487,699.8705457455773,2.060512837432182,3.6153481213142378,1.9061770042122999,0.2995258096040438,5135.1927454085935,9375.387363100252,5265.3866554338665,907.5571356360573,2.3784231750631846,4.322379949452401,2.4099844987363097,0.3746877843302443
42,,43,30.0,20.0,50.0,2.72,831.0,5.7,,,4514.121644533333,4514.121644533333,7864.610966666666,4085.811816666667,731.6569,2.112885412266667,3.6987280666666664,1.9383874666666663,0.31334253333333334,5175.384853333334,9392.546666666667,5214.366666666667,924.76,2.3956468266666664,4.331506666666667,2.3907466666666664,0.38325333333333333
43,,44,29.4,20.6,50.0,2.73,837.0,5.7,,,4563.633601093202,4563.633601093202,7945.67815854063,4119.124623681592,745.8971704145938,2.1346902970427863,3.7344601585406307,1.9531570215588723,0.3194226600331675,5192.378693200663,9403.124908789387,5197.366288557214,932.9959270315093,2.4026451391044774,4.336071774461028,2.383987529021559,0.3871686898839138
44,,45,27.8,22.2,50.0,2.72,857.0,5.7,,,4710.468545586907,4710.468545586907,8168.445290343699,4188.936751882161,791.3475869067103,2.1989076177492635,3.832650224549918,1.984970131587561,0.33924191423895256,5249.188604648118,9436.979574468083,5140.538029459902,956.4088248772504,2.4270345874959087,4.352793158756137,2.362839607201309,0.39864418985270045
45,,46,26.3,23.7,50.0,2.71,868.0,5.4,,,4822.113468611156,4822.113468611156,8343.225102667744,4252.0797869038,822.8047282134197,2.248369129209378,3.9107116087308005,2.014017351657235,0.3529139660468877,5285.083222506064,9446.577396928053,5085.4545901374295,973.0203524656428,2.442223326628941,4.358321584478578,2.3416543896523847,0.4069557962813258
46,,47,25.0,25.0,50.0,2.7,869.0,5.0,,,4917.449844479999,4917.449844479999,8484.02232,4290.8287199999995,853.4980800000001,2.28985282464,3.97253796,2.03179272,0.36636527999999996,5328.943232,9475.528,5045.608,991.632,2.460878176,4.371964,2.3266479999999996,0.415952
47,,48,20.0,30.0,50.0,2.7,874.0,4.5,,,5221.32399323077,5221.32399323077,8918.80823076923,4389.5763,957.0499846153847,2.420977620923077,4.161904615384615,2.0771649230769227,0.4119304615384615,5472.5432615384625,9557.692307692309,4894.649230769231,1054.4676923076922,2.5217289846153847,4.411261538461539,2.2691692307692306,0.4465230769230769
48,,49,10.0,40.0,50.0,2.72,895.0,,,,5693.035629257143,5693.035629257143,9533.943257142857,4439.097194285714,1138.5901600000002,2.6206837846857143,4.424728285714286,2.1014202285714285,0.4926934857142858,5753.645531428572,9734.479999999998,4625.9039999999995,1173.545142857143,2.6414906971428573,4.495708571428572,2.1680571428571427,0.5043428571428572
49,,50,40.0,5.0,55.0,2.8,766.0,8.1,,,3182.2809057523805,3182.2809057523805,5741.115809523809,3316.8269180952384,279.26556952380946,1.5416418998857142,2.7912371809523813,1.6130608761904761,0.12032426666666667,4884.138605714285,9461.173333333332,5968.793142857143,644.6796190476191,2.3039893333333334,4.408556190476191,2.728853333333333,0.25331809523809523
50,,51,35.0,10.0,55.0,2.75,783.0,7.1,,,3869.6258030545455,3869.6258030545455,6891.7477181818185,3832.8684545454544,450.8077090909091,1.8500495308000002,3.308820677272728,1.8473515363636361,0.1935164181818182,5072.559883636363,9549.154545454545,5736.955636363637,732.8712727272726,2.38282984,4.450351818181819,2.638769090909091,0.2962945454545455
51,,52,33.7,11.3,55.0,2.75,797.0,6.7,,,4026.629127452291,4026.629127452291,7148.132366936208,3939.3025226235404,492.69159619047633,1.9199739889150047,3.4234700655885004,1.8956341229110514,0.2115005563342318,5121.148033495059,9582.215813117698,5692.52511051213,756.7000323450136,2.4027239893620846,4.464261257861636,2.6209096495956876,0.3075232345013478
52,,53,30.0,15.0,55.0,2.71,809.0,6.1,,,4448.780656208695,4448.780656208695,7836.9673999999995,4223.640343478261,607.1193130434783,2.107571319930435,3.7306766782608696,2.024130747826087,0.26059881739130436,5239.808751304348,9626.831304347827,5529.692173913043,812.6295652173912,2.452471610434783,4.4865895652173915,2.5577356521739127,0.33504695652173916
53,,54,28.1,16.9,55.0,2.7,829.0,5.5,,,4618.452784654234,4618.452784654234,8103.644266552608,4321.054026552609,655.2320825320786,2.182650053659538,3.8495345579127465,2.0687118792130024,0.2814702542343883,5299.47372728828,9657.255055603078,5459.628277159965,841.614124893071,2.477143678220701,4.500216715141146,2.530093105218135,0.34900920444824635
54,,55,26.5,18.5,55.0,2.69,841.0,5.3,,,4775.0796753012655,4775.0796753012655,8349.131124050633,4410.108818902954,699.3134487763713,2.252046413900422,3.959172670886076,2.1096563831223625,0.30062268016877636,5347.571459240506,9676.023797468355,5394.743156118144,864.1712067510549,2.4973229697890296,4.509563291139241,2.5049446413502108,0.36010092827004225
55,,56,25.0,20.0,55.0,2.67,851.0,5.0,,,4894.119079466666,4894.119079466666,8528.0803,4463.48476,737.3712533333332,2.303851749466667,4.03760875,2.133815433333333,0.3172230666666667,5392.116053333333,9695.019999999999,5337.090666666667,885.1413333333334,2.51596472,4.518750000000001,2.4825399999999997,0.37035999999999997
56,,57,22.5,22.5,55.0,2.67,870.0,4.9,,,5089.00705567347,5089.00705567347,8824.422269387756,4556.785753469388,798.3914253061225,2.3889095506285716,4.167832995918367,2.1760360163265307,0.3437891265306122,5466.865632653062,9734.452244897959,5251.763591836735,920.7026938775512,2.547027931428572,4.536649795918367,2.449090612244898,0.3875134693877551
57,,58,20.0,25.0,55.0,2.66,878.0,4.7,,,5245.264570879999,5245.264570879999,9047.50368,4607.863456,849.7627520000001,2.45678588928,4.265942400000001,2.20013856,0.36647904,5537.339904,9768.448,5166.5088,954.0736,2.5764067840000004,4.55248,2.415808,0.403712
58,,59,35.0,5.0,60.0,2.73,768.0,7.3,,,3682.2634864761903,3682.2634864761903,6635.941752380952,3844.16347047619,292.5269409523809,1.791175341104762,3.2420515809523804,1.8795734857142856,0.12712594285714285,5133.807847619048,9805.45523809524,6103.635047619048,599.2700952380952,2.442611230476191,4.622678095238095,2.8320685714285716,0.23867428571428573
59,,60,33.3,6.7,60.0,2.73,780.0,6.9,,,3914.098942870853,3914.098942870853,7025.682513402062,4020.5092203373943,350.8098629803186,1.895070430524461,3.4170024258669165,1.9593068198687906,0.1519371351452671,5192.596059531396,9824.61075913777,6016.946091846297,629.5991752577319,2.4666936301405813,4.6314339643861295,2.7975963261480783,0.2534458481724461
60,,61,30.0,10.0,60.0,2.69,789.0,6.5,,,4314.6588648727275,4314.6588648727275,7682.463199999999,4294.639534545455,460.36823272727275,2.0727863112727274,3.7091411272727273,2.082510327272727,0.19883040000000002,5308.415767272728,9880.89090909091,5874.369454545455,689.9316363636365,2.5136787345454548,4.65494,2.7400472727272724,0.28226181818181817
61,,62,27.2,12.8,60.0,2.68,813.0,5.8,,,4623.970211404256,4623.970211404256,8181.709787234042,4495.252970212767,542.9886638297874,2.2106215632340427,3.932896085106383,2.174195914893617,0.23446706382978724,5395.059690212765,9909.535886524824,5747.02275177305,735.0168510638298,2.5490744034042554,4.667803971631206,2.6892624113475176,0.30417588652482275
62,,63,25.0,15.0,60.0,2.65,823.0,5.5,,,4843.730245773912,4843.730245773912,8533.913034782609,4631.80902,605.4540573913044,2.307709976556522,4.089167086956522,2.2357759826086956,0.26136949565217393,5465.992153043478,9945.892173913044,5662.64452173913,771.9046956521739,2.5778315269565217,4.682895652173913,2.655140869565217,0.32174608695652174
63,,64,23.5,16.5,60.0,2.66,838.0,5.2,,,4991.128020133905,4991.128020133905,8765.368243776824,4713.65551416309,651.5949836909872,2.37191538936309,4.19024576137339,2.271938183690987,0.2812528892703862,5516.593584892704,9975.770987124464,5608.905888412017,797.5364120171673,2.598437824549356,4.695382145922747,2.633457510729613,0.3338952789699571
64,,65,20.0,20.0,60.0,2.62,876.0,4.7,,,5249.388656,5249.388656,9146.2542,4819.12572,732.4194400000002,2.4848470568,4.3586673,2.3210938,0.3167732000000001,5610.1861333333345,10001.513333333334,5463.294666666667,846.3226666666668,2.6367428533333332,4.707403333333333,2.575553333333333,0.3577466666666667
65,,66,12.0,12.0,76.0,2.49,892.0,3.3,,,5874.398162285715,5874.398162285715,10386.376250000001,5793.9772142857155,521.1300000000001,2.848199797571429,5.075245196428571,2.852511821428571,0.23029407142857147,6124.89782857143,10963.15,6219.8714285714295,591.6000000000001,2.9559810571428575,5.315532142857143,3.0242071428571426,0.25575714285714285
66,,67,7.0,17.0,76.0,2.38,,,,,6126.408339418804,6126.408339418804,10712.771107692308,5808.16062017094,633.7595993162392,2.9512556567384625,5.20730455897436,2.855380071794871,0.27979074871794873,6238.225274529915,10973.622564102563,5998.1471452991445,674.6888205128204,2.9970814495726494,5.311178461538462,2.9286488888888886,0.2948690598290598
67,Pönitzsch [45],68,12.0,11.7,76.3,2.46,,,6.3,83.1,5872.204653169561,5872.204653169561,10391.085994986572,5810.865637135184,510.5979951298121,2.8494153445930173,5.081376436884512,2.862213905819159,0.22581306642793203,6128.941052676813,10977.891709937332,6240.645736794988,582.9218406445838,2.9599322562578343,5.326071978513876,3.0356323008057293,0.25207119068934647
68,,69,13.7,13.2,73.1,2.501,,,6.34,85.0,5745.426232604947,5745.426232604947,10140.550055300353,5611.299905512366,559.4536647349823,2.7742851590565367,4.9334813530918735,2.7516306482332156,0.24573659469964665,6032.064816395759,10804.434452296817,6103.7183180212,641.7253992932862,2.8971634158303883,5.209018427561837,2.949425689045936,0.2754211307420495
69,,70,15.5,15.0,69.5,2.539,,,6.44,86.8,5597.870894372175,5597.870894372175,9846.762106086957,5380.087303478262,608.4577408695653,2.6887270862469568,4.764375335652175,2.6260802365217395,0.26582845913043485,5910.896155826087,10578.52243478261,5927.189913043478,700.1690434782608,2.8223604953043475,5.066758608695652,2.844932869565218,0.29880626086956524
70,,71,17.3,16.7,66.0,2.571,,,6.51,88.5,5462.084479424164,5462.084479424164,9579.366459640103,5172.870957532134,651.7829433419024,2.610357381972237,4.610656676606683,2.513246342416452,0.2835234467866324,5793.803859468723,10360.577000856896,5758.897734361611,753.574731790917,2.7507894792116545,4.930899263067696,2.7458946358183374,0.3201598628963153
71,,72,18.9,18.4,62.7,2.604,,,6.6,90.2,5334.55887241081,5334.55887241081,9323.371105067568,4968.1825855405405,697.0567075675676,2.535763219295946,4.4623571005067575,2.4018914888513514,0.30212062094594594,5693.68444972973,10169.391114864868,5603.969337837838,805.6061081081081,2.6881811990540547,4.809950760135136,2.6548442229729727,0.3411123648648649
72,,73,20.4,20.1,59.5,2.631,,,6.59,91.9,5234.402440334388,5234.402440334388,9121.345338884264,4802.752898717736,738.2417281598669,2.4758728404889263,4.342821360199833,2.310709432805995,0.31901550974188186,5600.445855653622,9994.034970857621,5462.657838467944,856.1375920066612,2.629340982248127,4.697259150707744,2.570434904246462,0.36138391340549547
73,,74,21.9,21.7,56.4,2.635,,,6.7,93.2,5127.147549191784,5127.147549191784,8902.951025965489,4625.601174034511,776.7490688578473,2.413088625294331,4.216797143221036,2.215030881347576,0.33491593459326213,5511.814437337716,9822.994215283485,5322.749876746097,902.1954971240755,2.5739485997699263,4.589558405916189,2.488800295809367,0.37998113393590793
74,,75,23.5,22.5,53.9,2.68,,,6.74,94.9,5001.659338294118,5001.659338294118,8671.470223039218,4470.402351715687,795.1039240196079,2.3454848506666672,4.090734406862746,2.1319683235294113,0.3421162352941176,5411.7346379084975,9647.043790849671,5208.3550653594775,923.8349673202615,2.518236796078431,4.488688398692811,2.4236120915032675,0.3882947712418301
