,Unnamed: 0,Unnamed: 1,CaO,Al2O3,SiO2,Density (g·cm-3),Tg (°C),Thermal expansion (×10-6/°C),Hardness (GPa),Young’s modulus (GPa),fnet1,Fnet_SBS,Fnet_BSdm,Fnet_BSdc,Fnet_EF,Fnet_SBS/Tm,Fnet_BSdm/Tm,Fnet_BSdc/Tm,Fnet_EF/Tm,Fnet_SBS2,Fnet_BSdm2,Fnet_BSdc2,Fnet_EF2,Fnet_SBS/Tm2,Fnet_BSdm/Tm2,Fnet_BSdc/Tm2,Fnet_EF/Tm2
75,,76,24.7,24.5,50.8,2.699,,,6.8,96.2,4927.302404974779,4927.302404974779,8506.490901526106,4317.101395100401,838.8053081124499,2.298199432469719,3.9903573812851403,2.048244735261044,0.36035392738955824,5334.0745299277105,9487.836497991968,5066.110939759035,973.549172690763,2.4676654641606426,4.386502184738956,2.3414336064257024,0.4086121767068273
76,,77,26.4,25.7,47.9,2.717,,,6.94,97.5,4826.227610170246,4826.227610170246,8316.444107557676,4178.1950551471755,868.4039591408115,2.2403296475137635,3.880386988703261,1.9709323824980112,0.3722081998408911,5253.24000636436,9347.783993635641,4964.630682577566,1012.7503070803501,2.4175267833890217,4.295252442322991,2.2777510898965794,0.42399974542561664
77,,78,27.6,27.1,45.3,2.734,,,6.9,98.9,4735.989064227852,4735.989064227852,8136.550621557829,4036.1773301022818,898.853288686074,2.187897006114241,3.776657171990559,1.893750877104642,0.3846949576711251,5186.040545586154,9219.528560188828,4860.02245790716,1048.9578347757672,2.3752015619826916,4.2134752478363495,2.215954933123525,0.43857724626278527
78,,79,28.9,28.4,42.7,2.748,,,7.0,100.1,4655.6786336897185,4655.6786336897185,7977.263697819315,3913.305089844236,921.9354856074765,2.1421627150429905,3.6865694202492207,1.827790305919003,0.3941706566978192,5115.6811284735195,9087.411214953272,4756.444062305296,1082.2423925233643,2.331935064423676,4.130854018691589,2.155105669781931,0.45192049844236754
79,,80,29.9,29.6,40.5,2.762,,,7.03,101.3,4605.9943710913585,4605.9943710913585,7870.7729148148155,3816.5311314814817,951.324438271605,2.110457628187655,3.620728503703704,1.7739016308641975,0.40632762839506176,5068.7538054320985,8996.21925925926,4676.9459259259265,1114.513086419753,2.300765070617284,4.069794814814815,2.1070834567901233,0.4649535802469136
80,,81,31.2,31.1,37.7,2.773,,,7.11,102.4,4525.640111321434,4525.640111321434,7709.741104195272,3687.889068039665,980.0028677345539,2.0634153358254768,3.5273071005339443,1.7038081293668956,0.41809896445461486,4999.791788131198,8863.691045003814,4568.818093058734,1150.5664073226544,2.2576049540198326,3.986086102212053,2.043763356216629,0.47949522501906944
81,,82,32.5,32.3,35.2,2.783,,,7.2,103.4,4441.336930752532,4441.336930752532,7543.606305064246,3562.5966835374147,1000.6181023733938,2.0162379002702946,3.4348660030234317,1.6372192223733937,0.42656309962207095,4915.82189037037,8696.110476190475,4441.0380287226,1170.651476946334,2.210756151292517,3.8934861678004538,1.9764776417233556,0.48780444444444443
82,,83,24.3,5.9,69.7,2.602,,,6.4,83.4,4560.079350938375,4560.079350938375,8171.751549716447,4709.422814971645,327.07542049149345,2.227247297761815,4.0156756901701325,2.3208355603024575,0.14458150396975428,5650.641801436673,10490.504574669189,6326.790109640832,529.0775349716446,2.7244570782608695,5.0446694517958415,3.0164006805293004,0.2187029111531191
83,,84,21.6,8.9,69.4,2.58,,,6.44,83.6,4758.169490891177,4758.169490891177,8459.46074742647,4768.929832977941,414.87364463235303,2.307881909529412,4.130815818382353,2.3414649573529407,0.18232115294117646,5728.197801764705,10499.498897058824,6176.122125,589.0282205882353,2.751826644705882,5.040840735294117,2.9503214705882352,0.24665941176470588
84,,85,20.2,10.4,69.4,2.567,,,6.39,84.3,4837.684935768116,4837.684935768116,8565.623494927535,4775.85615710145,454.7331113043478,2.3393275807623195,4.1715139416666664,2.3417708166666666,0.1995866507246377,5764.921368115943,10499.593188405799,6099.748231884058,614.9718260869564,2.7654332944927535,5.0387412318840585,2.9180053623188407,0.2590315942028985
85,,86,18.5,11.8,69.6,2.556,,,6.5,84.8,5190.520683969204,5190.520683969204,9177.513691674128,5092.114704673232,509.69832680393927,2.50504803995846,4.460694073410924,2.4928996555058194,0.22326409740376013,5824.033906821844,10542.96393912265,6052.507201432408,640.4752444046555,2.7904009213249785,5.05845944494181,2.900054288272157,0.2712030080572964
86,,87,17.2,13.4,69.4,2.545,,,6.5,85.6,5351.464521853967,5351.464521853967,9433.864548853615,5189.505091075838,555.7500509347442,2.5761080803442686,4.574433446208114,2.536910797883598,0.2431332656084656,5852.691954003528,10533.67040564374,5973.805686067019,669.0211781305114,2.7992323674074076,5.049505114638449,2.8647651499118165,0.2844560141093474
87,,88,15.6,14.8,69.6,2.538,,,6.6,87.2,5489.673076080837,5489.673076080837,9647.596427874565,5264.7822,592.6300641114983,2.637868350305227,4.671136565853659,2.572510511498258,0.2593034257839722,5899.261560418119,10555.691289198607,5917.13862020906,690.4483902439025,2.818800453240418,5.060111289198606,2.842867317073171,0.2949215331010453
88,,89,12.5,17.7,69.8,2.536,,,6.78,90.9,5672.990747262532,5672.990747262532,9906.069599830076,5316.1954002548855,659.1388633814782,2.7160893751639765,4.782075798640612,2.5954075497026343,0.2885217366185217,5981.956300560747,10590.16360237893,5805.397852166525,735.5648462192014,2.851968109566695,5.0738948173322,2.79733689039932,0.3164755140186916
89,,90,45.2,19.6,35.2,2.86,,,6.9,98.9,4028.3398101565217,4028.3398101565217,7133.218507692308,3735.3298804682277,808.3612338461539,1.8469796033605352,3.2660542742474923,1.7086372762541806,0.3388756869565218,4555.654504882944,8578.915317725752,4932.545632107024,1055.4447090301003,2.0466219312374583,3.805758795986623,2.148049498327759,0.42567759197324423
90,,91,41.5,22.2,36.3,2.838,,,7.0,99.6,4265.682499509002,4265.682499509002,7490.82152700491,3853.9536707037646,864.8313675941081,1.9548165384811784,3.4321132315875618,1.7681922700490997,0.36415020949263494,4697.699330932897,8707.475941080198,4877.214009819968,1080.012307692308,2.114820261865794,3.8794767594108026,2.1396042553191488,0.4394873977086743
91,,92,36.0,28.4,35.6,2.793,,,6.99,101.9,4571.630655451713,4571.630655451713,7888.589127725856,3880.5232591900312,989.1272286604361,2.0828261172834894,3.5989865669781933,1.779545196261682,0.41919872897196264,4871.448144548287,8773.68722741433,4645.098317757009,1153.129968847352,2.1897100859813086,3.916726479750779,2.052548286604361,0.4762367601246105
92,,93,33.7,33.1,33.2,2.782,,,7.3,102.7,4169.011151639368,4169.011151639368,7039.963849737041,3259.3718507888802,977.4068631104432,1.8843648757265214,3.1913204620586018,1.4916765845229147,0.41688796093163033,4873.972091960931,8631.70969196093,4396.304643125469,1199.2286701728024,2.1827107546205857,3.8450976709241167,1.9435242674680688,0.4988724267468069
93,Veit [41],94,26.2,9.0,64.8,2.624,,,,85.2,4632.550668635597,4632.550668635597,8260.338347889909,4664.669966972477,431.60893064220187,2.2400237921673396,4.016906942752294,2.2780360653211007,0.18795771449541285,5503.575561394495,10179.179889908257,6038.829798165137,629.350752293578,2.627420875743119,4.844728293577981,2.8516613577981653,0.259916623853211
94,,95,26.0,8.0,65.9,2.609,,,,84.2,4630.7626031214095,4630.7626031214095,8277.530854494904,4710.724119369786,402.22934717330867,2.2456675943799818,4.036667662650603,2.305342079703429,0.17557395366079703,5526.6583962928635,10244.080815569972,6116.010231696016,600.6758850787767,2.645410971640408,4.888019277108434,2.894042632066729,0.24779981464318812
95,,96,24.2,10.0,65.8,2.621,,,,85.4,4852.0921738472725,4852.0921738472725,8634.079974545455,4848.890399999999,469.0082181818182,2.342508761323636,4.192829994545455,2.3662420254545453,0.20417155636363638,5587.048866909092,10268.653818181818,6029.345454545454,640.9541818181817,2.6679207534545455,4.8943283636363635,2.856322181818182,0.2665032727272727
96,,97,28.3,8.7,63.0,2.667,,,,86.1,4441.695850232935,4441.695850232935,7931.553502851885,4484.354417000919,424.25397622815086,2.1450866274119598,3.850438722723091,2.1849675694572217,0.1840818031278749,5407.645172695492,10057.539245630174,6007.214174793008,640.0402723091076,2.5755603919779206,4.769476228150874,2.821941674333027,0.26252916283348665
97,,98,28.2,8.0,63.8,2.645,,,,85.3,4430.62312165926,4430.62312165926,7923.105462962962,4502.8332059259255,401.528322962963,2.1446327752148147,3.855309990740741,2.198239522222222,0.17459753333333336,5422.493752888889,10102.723777777775,6062.8268148148145,620.3952592592592,2.5873547623703703,4.799115222222222,2.851860074074074,0.2541565925925926
98,,99,26.4,10.0,63.6,2.642,,,,86.8,4645.458700305454,4645.458700305454,8269.287930909093,4638.997812727273,462.96966909090924,2.2394246549527272,4.008557338181818,2.259307549090909,0.20099572363636364,5476.463464727273,10110.369454545456,5962.869090909091,657.2320000000001,2.6075235723636365,4.799300363636363,2.8094225454545456,0.2716101818181818
99,,100,24.1,9.3,66.6,2.599,,,,84.3,4837.027066047942,4837.027066047942,8619.136270814275,4865.492021994511,443.8129618298262,2.340606436308143,4.195473468801465,2.3790900505032027,0.1936648204940531,5595.584368892956,10296.51359560842,6070.87430558097,617.8635242451968,2.677439826386094,4.917735809698079,2.88124450137237,0.2568960292772187
100,,101,26.2,9.0,64.8,2.626,,,,86.3,4648.189757416514,4648.189757416514,8288.219526605504,4680.0343486238535,433.73130275229363,2.2474296809834864,4.0301442,2.285349390825688,0.18885976513761468,5506.150141651376,10186.910091743119,6045.521614678898,630.8891009174313,2.6283058877064223,4.8474396330275225,2.854007339449541,0.26045504587155965
101,,102,26.1,8.5,65.4,2.621,,,,85.8,4636.539804962212,4636.539804962212,8280.737878341015,4697.561399447005,417.051609953917,2.24522863447742,4.032268957603687,2.2960570894009216,0.18174767557603683,5515.8369976036865,10217.420460829495,6084.715133640553,615.7285161290322,2.636533139170507,4.8682733640553,2.87544,0.25402175115207376
102,,103,25.2,9.5,65.3,2.616,,,,85.6,4736.648942025936,4736.648942025936,8439.106760365295,4755.938134885844,446.6389156164384,2.2892263579499543,4.1021781559817345,2.322276932968036,0.19451572456621008,5540.792563726027,10213.32010958904,6026.62907762557,632.9621187214614,2.64594539894064,4.865570191780822,2.851301114155251,0.2623865570776256
